image_path,split,is_ai,ai_model
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\020_biggan_00016.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\020_biggan_00043.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\020_biggan_00109.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\020_biggan_00139.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\021_biggan_00006.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\022_biggan_00036.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\022_biggan_00048.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\022_biggan_00169.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\023_biggan_00031.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\023_biggan_00044.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\023_biggan_00139.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\024_biggan_00179.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\025_biggan_00051.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\025_biggan_00186.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\026_biggan_00018.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\026_biggan_00070.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\026_biggan_00175.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\027_biggan_00017.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\027_biggan_00032.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\028_biggan_00111.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\029_biggan_00144.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\030_biggan_00010.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\030_biggan_00023.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\030_biggan_00178.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\031_biggan_00049.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\031_biggan_00070.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\031_biggan_00145.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\031_biggan_00167.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\032_biggan_00054.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\033_biggan_00161.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\034_biggan_00144.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\038_biggan_00006.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\038_biggan_00081.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\038_biggan_00166.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\039_biggan_00124.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\039_biggan_00186.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\039_biggan_00187.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\040_biggan_00196.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\041_biggan_00155.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\041_biggan_00191.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\042_biggan_00069.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\042_biggan_00154.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\042_biggan_00173.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\043_biggan_00017.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\043_biggan_00045.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\044_biggan_00043.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\044_biggan_00087.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\044_biggan_00191.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\044_biggan_00196.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\045_biggan_00070.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\045_biggan_00108.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\046_biggan_00048.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\046_biggan_00079.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\047_biggan_00193.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\048_biggan_00005.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\049_biggan_00054.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\049_biggan_00078.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\049_biggan_00134.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\051_biggan_00005.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\052_biggan_00058.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\052_biggan_00076.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\052_biggan_00094.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\054_biggan_00021.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\054_biggan_00182.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\054_biggan_00193.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\055_biggan_00016.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\055_biggan_00052.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\055_biggan_00136.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\056_biggan_00047.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\056_biggan_00058.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\057_biggan_00032.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\058_biggan_00118.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\059_biggan_00040.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\059_biggan_00049.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\060_biggan_00096.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\060_biggan_00114.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\061_biggan_00040.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\061_biggan_00044.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\061_biggan_00082.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\061_biggan_00108.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\061_biggan_00117.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\062_biggan_00139.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\063_biggan_00104.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\064_biggan_00047.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\064_biggan_00097.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\065_biggan_00149.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\065_biggan_00179.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\066_biggan_00012.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\066_biggan_00110.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\067_biggan_00096.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\067_biggan_00128.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\068_biggan_00021.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\071_biggan_00046.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\072_biggan_00011.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\072_biggan_00063.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\072_biggan_00082.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\072_biggan_00122.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\073_biggan_00011.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\073_biggan_00056.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\073_biggan_00081.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\073_biggan_00098.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\073_biggan_00131.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\073_biggan_00141.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\073_biggan_00176.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\073_biggan_00186.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\074_biggan_00007.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\074_biggan_00014.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\075_biggan_00132.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\075_biggan_00184.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\077_biggan_00064.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\077_biggan_00083.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\077_biggan_00166.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\078_biggan_00185.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\079_biggan_00097.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\079_biggan_00115.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\080_biggan_00016.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\081_biggan_00017.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\081_biggan_00021.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\081_biggan_00070.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\081_biggan_00078.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\081_biggan_00189.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\082_biggan_00069.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\083_biggan_00018.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\083_biggan_00075.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\083_biggan_00108.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\083_biggan_00122.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\084_biggan_00083.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\085_biggan_00110.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\085_biggan_00132.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\085_biggan_00189.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\086_biggan_00086.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\086_biggan_00142.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\086_biggan_00154.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\087_biggan_00073.png,train,True,biggan
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_biggan\train\ai\088_biggan_00006.png,train,True,biggan
